,Date,Time,Latitude,Longitude,Depth,Region,Type,Automatic/Manual,Magnitude,Network
5927,12-06-25,09:25:57.0,37.226,28.667,7,WESTERN TURKEY,origin,M,2.0,AFAD
5928,12-06-25,09:19:20.7,61.082,-150.301,40,SOUTHERN ALASKA,origin,A,2.8,AK
5929,12-06-25,09:19:19.8,61.097,-150.298,45,SOUTHERN ALASKA,origin,M,2.8,NEIC*
5930,12-06-25,09:14:17.0,-0.94,120.25,5,"MINAHASA, SULAWESI, INDONESIA",origin,M,2.8,BMKG*
5931,12-06-25,09:07:09.0,-29.86,-65.71,10,"LA RIOJA, ARGENTINA",origin,A,2.8,NSNA*
5932,12-06-25,09:05:30.4,34.95,25.99,2,"CRETE, GREECE",origin,M,2.6,THE*
5933,12-06-25,08:52:46.0,-31.14,-68.94,89,"SAN JUAN, ARGENTINA",origin,A,2.6,NSNA*
5934,12-06-25,08:44:26.9,51.4,159.76,10,OFF EAST COAST OF KAMCHATKA,origin,M,4.3,GSRAS*
5935,12-06-25,08:29:04.6,36.051,29.924,5,WESTERN TURKEY,origin,M,2.2,KOERI
5936,12-06-25,08:29:04.1,35.951,29.972,21,EASTERN MEDITERRANEAN SEA,origin,A,2.4,INFO*
5937,12-06-25,08:28:59.0,35.635,29.735,7,EASTERN MEDITERRANEAN SEA,origin,M,2.5,AFAD
5938,12-06-25,08:19:33.2,39.225,28.171,6,WESTERN TURKEY,origin,A,2.0,INFO*
5939,12-06-25,08:19:33.2,39.207,28.159,13,WESTERN TURKEY,origin,M,2.1,KOERI
5940,12-06-25,08:19:33.0,39.225,28.171,6,WESTERN TURKEY,origin,M,2.0,AFAD
5941,12-06-25,08:15:30.0,31.2,131.5,40,"KYUSHU, JAPAN",origin,A,3.2,JMA
5942,12-06-25,08:15:01.1,31.335,131.357,54,"KYUSHU, JAPAN",origin,M,4.3,NEIC*
5943,12-06-25,08:13:57.2,38.604,39.771,7,EASTERN TURKEY,origin,A,3.0,INFO*
5944,12-06-25,08:13:57.0,38.604,39.771,7,EASTERN TURKEY,origin,M,3.0,AFAD
5945,12-06-25,08:13:56.5,38.644,39.717,5,EASTERN TURKEY,origin,M,2.9,KOERI
5946,12-06-25,08:11:10.2,39.192,28.181,14,WESTERN TURKEY,origin,M,1.4,KOERI
5947,12-06-25,08:11:10.1,39.207,28.172,6,WESTERN TURKEY,origin,A,1.5,INFO*
5948,12-06-25,08:11:09.0,39.207,28.172,6,WESTERN TURKEY,origin,M,1.7,AFAD
5949,12-06-25,08:06:50.1,62.19,-149.542,27,CENTRAL ALASKA,origin,A,2.2,AK
5950,12-06-25,07:50:08.0,-34.74,-70.87,109,"LIBERTADOR O'HIGGINS, CHILE",origin,M,2.7,CSN*
5951,12-06-25,07:47:25.0,-18.76,-69.55,114,"TARAPACA, CHILE",origin,M,3.0,CSN*
5952,12-06-25,08:06:50.1,62.19,-149.542,27,CENTRAL ALASKA,origin,A,2.2,AK
5953,12-06-25,07:50:08.0,-34.74,-70.87,109,"LIBERTADOR O'HIGGINS, CHILE",origin,M,2.7,CSN*
5954,12-06-25,07:47:25.0,-18.76,-69.55,114,"TARAPACA, CHILE",origin,M,3.0,CSN*
5955,12-06-25,07:33:05.0,15.459,-95.599,15,"OFFSHORE OAXACA, MEXICO",origin,A,4.1,UNM*
5956,12-06-25,07:32:56.3,37.13,23.41,46,SOUTHERN GREECE,origin,A,4.2,THE
5957,12-06-25,07:32:27.8,35.07,23.172,31,"CRETE, GREECE",origin,M,3.3,INFO*
5958,12-06-25,07:32:27.7,35.05,23.13,17,"CRETE, GREECE",origin,M,3.2,THE
5959,12-06-25,07:32:26.2,34.98,23.085,28,"CRETE, GREECE",origin,M,3.3,NOA
5960,12-06-25,07:30:44.9,39.51,20.482,15,GREECE,origin,A,3.0,IGEO
5961,12-06-25,07:30:42.0,39.46,20.67,3,GREECE,origin,M,2.9,THE
5962,12-06-25,07:30:41.3,39.471,20.681,16,GREECE,origin,M,3.0,NOA
5963,12-06-25,07:30:41.0,39.46,20.67,3,GREECE,origin,A,3.0,INFO*
5964,12-06-25,07:28:11.5,36.44,-2.953,0,STRAIT OF GIBRALTAR,origin,M,1.8,IGN*
5965,12-06-25,07:25:40.1,45.694,26.553,135,ROMANIA,origin,M,3.5,INFO*
5966,12-06-25,07:25:40.1,45.694,26.553,135,ROMANIA,origin,M,3.5,NIEP
5967,12-06-25,07:25:38.6,45.59,26.8,138,ROMANIA,origin,M,3.6,MCSM
5968,12-06-25,07:25:26.0,39.229,28.13,9,WESTERN TURKEY,origin,M,1.4,AFAD
5969,12-06-25,07:25:25.7,39.216,28.113,10,WESTERN TURKEY,origin,M,1.3,KOERI
5970,12-06-25,07:25:25.6,39.22,28.138,12,WESTERN TURKEY,origin,A,1.4,INFO*
5971,12-06-25,07:19:18.0,38.82,40.038,7,EASTERN TURKEY,origin,M,3.2,INFO*
5972,12-06-25,07:19:18.0,38.82,40.038,7,EASTERN TURKEY,origin,M,3.2,AFAD
5973,12-06-25,07:19:17.7,38.804,40.019,6,EASTERN TURKEY,origin,M,3.2,KOERI
5974,12-06-25,07:15:54.0,19.9,-75.639,20,CUBA REGION,origin,A,2.6,SSNC
5975,12-06-25,07:15:19.0,15.971,-97.494,16,"OAXACA, MEXICO",origin,A,3.7,UNM*
5976,12-06-25,07:11:22.9,36.26,22.98,8,SOUTHERN GREECE,origin,M,2.6,THE*
5977,12-06-25,07:04:00.6,60.043,-153.369,161,SOUTHERN ALASKA,origin,A,2.6,AK
5978,12-06-25,07:03:59.6,60.068,-153.524,168,SOUTHERN ALASKA,origin,M,2.8,NEIC*
5979,12-06-25,07:02:30.4,39.194,28.174,14,WESTERN TURKEY,origin,M,1.8,KOERI
5980,12-06-25,07:02:29.6,39.224,28.194,5,WESTERN TURKEY,origin,A,1.7,INFO*
5981,12-06-25,07:02:29.0,39.224,28.194,5,WESTERN TURKEY,origin,M,1.6,AFAD
5982,12-06-25,06:44:00.8,45.576,2.836,12,FRANCE,origin,A,2.1,ReNaSS*
5983,12-06-25,06:42:02.7,19.169,-155.5,32,"ISLAND OF HAWAII, HAWAII",origin,A,2.1,HV*
5984,12-06-25,06:36:04.2,39.168,28.309,6,WESTERN TURKEY,origin,A,1.4,INFO*
5985,12-06-25,06:36:03.9,39.14,28.296,15,WESTERN TURKEY,origin,M,1.4,KOERI
5986,12-06-25,06:36:03.0,39.168,28.309,6,WESTERN TURKEY,origin,M,1.4,AFAD
5987,12-06-25,06:34:47.9,39.274,28.139,6,WESTERN TURKEY,origin,A,1.8,INFO*
5988,12-06-25,06:34:47.5,39.283,28.124,5,WESTERN TURKEY,origin,M,1.8,KOERI
5989,12-06-25,06:34:47.0,39.274,28.139,6,WESTERN TURKEY,origin,M,1.7,AFAD
5990,12-06-25,06:12:37.0,17.458,-94.615,153,"VERACRUZ, MEXICO",origin,A,4.0,UNM*
5991,12-06-25,06:10:53.9,56.267,-149.362,7,GULF OF ALASKA,origin,M,3.5,AK*
5992,12-06-25,06:10:49.3,56.388,-149.443,607,GULF OF ALASKA,mt,A,3.5,AK
5993,12-06-25,06:10:47.9,56.176,-149.313,10,GULF OF ALASKA,origin,M,3.3,NEIC
5994,12-06-25,06:09:00.9,39.151,28.172,5,WESTERN TURKEY,origin,M,1.3,KOERI
5995,12-06-25,06:08:20.3,37.144,36.642,7,CENTRAL TURKEY,origin,A,2.7,INFO*
5996,12-06-25,06:08:20.0,37.144,36.642,7,CENTRAL TURKEY,origin,M,2.7,AFAD
5997,12-06-25,06:08:19.6,37.162,36.629,5,CENTRAL TURKEY,origin,M,2.7,KOERI
5998,12-06-25,06:07:36.1,61.522,-151.125,65,SOUTHERN ALASKA,origin,A,2.9,AK
5999,12-06-25,06:07:35.3,61.502,-151.146,76,SOUTHERN ALASKA,origin,M,2.7,NEIC*
6000,12-06-25,06:02:41.1,54.217,-163.242,53,"UNIMAK ISLAND REGION, ALASKA",origin,M,3.0,NEIC*
6001,12-06-25,05:55:01.0,11.16,124.11,4,"LEYTE, PHILIPPINES",origin,A,3.0,PIVS*
6002,12-06-25,05:54:23.3,48.392,-122.301,18,WASHINGTON,origin,M,2.1,UW*
6003,12-06-25,05:51:41.0,38.13,36.936,12,CENTRAL TURKEY,origin,A,1.8,INFO*
6004,12-06-25,05:51:41.0,38.121,36.906,10,CENTRAL TURKEY,origin,M,1.8,AFAD
6005,12-06-25,05:51:40.3,38.13,36.94,5,CENTRAL TURKEY,origin,M,1.8,KOERI
6006,12-06-25,05:51:04.0,-0.22,123.41,136,"SULAWESI, INDONESIA",origin,M,4.3,BMKG*
6007,12-06-25,05:50:59.2,-0.015,123.974,110,"SULAWESI, INDONESIA",origin,M,4.6,MET
6008,12-06-25,05:50:15.2,-41.768,173.229,64,SOUTH ISLAND OF NEW ZEALAND,origin,M,3.3,GNS*
6009,12-06-25,05:49:01.0,38.91,26.08,3,NEAR THE COAST OF WESTERN TURKEY,origin,M,2.5,THE
6010,12-06-25,05:49:00.2,38.908,26.086,7,NEAR THE COAST OF WESTERN TURKEY,origin,M,2.5,KOERI
6011,12-06-25,05:49:00.0,38.926,26.076,7,NEAR THE COAST OF WESTERN TURKEY,origin,M,2.5,AFAD
6012,12-06-25,05:48:59.8,38.913,26.062,9,NEAR THE COAST OF WESTERN TURKEY,origin,A,2.5,INFO*
6013,12-06-25,05:43:40.4,39.171,28.217,7,WESTERN TURKEY,origin,A,1.5,INFO*
6014,12-06-25,05:43:40.3,39.171,28.225,9,WESTERN TURKEY,origin,M,1.6,KOERI
6015,12-06-25,05:43:40.0,39.171,28.217,7,WESTERN TURKEY,origin,M,1.4,AFAD
6016,12-06-25,05:39:07.0,38.778,43.333,7,EASTERN TURKEY,origin,M,1.4,AFAD*
6017,12-06-25,05:39:01.7,36.714,-3.378,7,STRAIT OF GIBRALTAR,origin,M,1.6,IGN*
6018,12-06-25,05:38:57.0,20.524,-89.463,5,"YUCATAN, MEXICO",origin,A,4.1,UNM*
6019,12-06-25,05:37:48.0,15.168,-94.448,22,"OFF COAST OF CHIAPAS, MEXICO",origin,A,4.2,UNM*
6020,12-06-25,05:37:47.0,15.23,-94.45,18,"OFF COAST OF CHIAPAS, MEXICO",origin,M,4.5,INET
6021,12-06-25,05:29:24.0,17.915,-67.018,12,PUERTO RICO REGION,origin,M,2.1,PR*
6022,12-06-25,05:24:32.0,39.201,28.157,7,WESTERN TURKEY,origin,M,2.7,AFAD
6023,12-06-25,05:24:31.9,39.213,28.172,8,WESTERN TURKEY,origin,M,2.9,KOERI
6024,12-06-25,05:24:31.7,39.201,28.157,7,WESTERN TURKEY,origin,A,2.8,INFO*
6025,12-06-25,05:23:03.0,-32.02,-71.15,85,"COQUIMBO, CHILE",origin,M,3.2,CSN*
6026,12-06-25,05:17:47.1,35.53,22.62,11,CENTRAL MEDITERRANEAN SEA,origin,M,2.7,THE*
6027,12-06-25,05:17:45.5,35.51,22.454,19,CENTRAL MEDITERRANEAN SEA,origin,M,2.8,NOA
6028,12-06-25,05:15:16.0,39.254,28.206,8,WESTERN TURKEY,origin,M,1.4,AFAD*
6029,12-06-25,05:12:59.1,38.296,39.024,3,EASTERN TURKEY,origin,M,1.4,KOERI
6030,12-06-25,05:12:59.0,38.239,39.04,4,EASTERN TURKEY,origin,M,1.3,AFAD
6031,12-06-25,05:12:58.6,38.239,39.04,4,EASTERN TURKEY,origin,A,1.4,INFO*
6032,12-06-25,05:07:17.8,-30.538,-176.453,33,KERMADEC ISLANDS REGION,origin,M,4.2,GNS
6033,12-06-25,05:06:59.0,39.207,28.989,10,WESTERN TURKEY,origin,M,1.4,AFAD
6034,12-06-25,05:06:58.7,39.207,28.989,10,WESTERN TURKEY,origin,A,1.4,INFO*
6035,12-06-25,05:06:58.2,39.248,29.048,4,WESTERN TURKEY,origin,M,1.3,KOERI
6036,12-06-25,05:04:22.2,37.114,36.691,11,CENTRAL TURKEY,origin,M,1.8,KOERI
6037,12-06-25,05:04:21.4,37.127,36.632,8,CENTRAL TURKEY,origin,A,1.8,INFO*
6038,12-06-25,05:04:20.0,37.117,36.572,7,CENTRAL TURKEY,origin,M,1.7,AFAD
6039,12-06-25,05:03:10.7,31.953,-117.326,10,"OFFSHORE BAJA CALIFORNIA, MEXICO",origin,M,2.7,SCSN*
6040,12-06-25,05:03:07.8,31.886,-117.476,11,"OFFSHORE BAJA CALIFORNIA, MEXICO",origin,M,2.6,NEIC
6041,12-06-25,04:59:18.7,16.173,-93.077,179,"CHIAPAS, MEXICO",origin,A,4.6,SC4
6042,12-06-25,04:59:01.5,15.248,-94.401,69,"OFFSHORE CHIAPAS, MEXICO",origin,A,4.5,GFZ
6043,12-06-25,04:58:58.0,15.198,-94.534,16,"OFF COAST OF OAXACA, MEXICO",origin,A,4.6,UNM
6044,12-06-25,04:58:57.5,15.249,-94.504,35,"OFF COAST OF OAXACA, MEXICO",origin,M,4.4,NEIC
6045,12-06-25,04:58:56.6,15.24,-94.493,26,"OFF COAST OF CHIAPAS, MEXICO",origin,M,4.4,INFO*
6046,12-06-25,04:58:55.0,15.3,-94.53,7,"OFFSHORE OAXACA, MEXICO",origin,M,4.9,INET
6047,12-06-25,04:54:38.0,-10.09,119.16,14,"SUMBA REGION, INDONESIA",origin,M,2.6,BMKG*
6048,12-06-25,04:50:27.0,12.41,-89.98,18,OFF THE COAST OF EL SALVADOR,origin,M,3.2,INET*
6049,12-06-25,04:50:24.4,12.185,-90.016,10,OFF THE COAST OF EL SALVADOR,origin,A,3.5,MARN
6050,12-06-25,04:49:48.2,39.967,20.533,15,GREECE,origin,A,3.0,IGEO
6051,12-06-25,04:49:00.0,-7.26,107.61,10,"JAVA, INDONESIA",origin,M,2.6,BMKG*
6052,12-06-25,04:48:26.0,38.9,21.03,10,GREECE,origin,A,4.6,BUD
6053,12-06-25,04:47:55.4,36.733,21.86,10,SOUTHERN GREECE,origin,A,4.3,SORS
6054,12-06-25,04:47:52.1,36.744,21.441,13,SOUTHERN GREECE,origin,A,4.1,NORSAR
6055,12-06-25,04:47:50.2,35.95,21.91,42,CENTRAL MEDITERRANEAN SEA,origin,A,4.5,MLT
6056,12-06-25,04:47:50.0,36.181,21.833,36,SOUTHERN GREECE,origin,A,4.7,INGV
6057,12-06-25,04:47:49.8,36.051,21.884,36,SOUTHERN GREECE,origin,A,4.6,SC4
6058,12-06-25,04:47:49.2,36.427,22.047,11,SOUTHERN GREECE,origin,A,4.3,NORSAR
6059,12-06-25,04:47:47.9,35.951,21.649,37,CENTRAL MEDITERRANEAN SEA,origin,A,4.7,GFZ
6060,12-06-25,04:47:47.4,36.179,21.389,15,SOUTHERN GREECE,origin,A,4.3,IGEO
6061,12-06-25,04:47:46.9,35.809,21.746,36,CENTRAL MEDITERRANEAN SEA,origin,M,4.6,NEIC
6062,12-06-25,04:47:46.0,35.77,21.55,62,CENTRAL MEDITERRANEAN SEA,origin,M,4.3,IPMA
6063,12-06-25,04:47:46.0,35.72,21.53,29,CENTRAL MEDITERRANEAN SEA,origin,M,4.2,THE
6064,12-06-25,04:47:45.8,35.84,21.5,40,CENTRAL MEDITERRANEAN SEA,origin,M,4.9,GSRAS
6065,12-06-25,04:47:45.2,35.739,21.613,24,CENTRAL MEDITERRANEAN SEA,origin,M,4.2,NRIAG
6066,12-06-25,04:47:44.3,35.881,21.483,10,CENTRAL MEDITERRANEAN SEA,origin,M,4.1,NIEP
6067,12-06-25,04:47:43.7,35.812,21.693,5,CENTRAL MEDITERRANEAN SEA,origin,M,4.6,RSSC
6068,12-06-25,04:47:43.7,35.72,21.65,22,CENTRAL MEDITERRANEAN SEA,origin,M,4.7,MCSM
6069,12-06-25,04:47:43.6,35.631,21.612,10,CENTRAL MEDITERRANEAN SEA,origin,A,4.2,NOA
6070,12-06-25,04:47:43.1,35.781,21.685,8,CENTRAL MEDITERRANEAN SEA,origin,M,4.6,INFO*
6071,12-06-25,04:47:42.6,35.49,21.48,92,CENTRAL MEDITERRANEAN SEA,origin,A,4.6,BEO
6072,12-06-25,04:47:30.1,34.147,22.533,28,CENTRAL MEDITERRANEAN SEA,origin,A,4.2,NORSAR
6073,12-06-25,04:46:41.0,-28.51,-67.07,10,"LA RIOJA, ARGENTINA",origin,A,2.5,NSNA*
6074,12-06-25,04:44:02.0,17.233,96.023,12,MYANMAR,origin,A,3.4,TSB*
6075,12-06-25,04:39:43.3,-45.04,167.229,12,SOUTH ISLAND OF NEW ZEALAND,origin,M,3.8,GNS*
6076,12-06-25,04:37:30.0,-30.18,-71.3,63,"COQUIMBO, CHILE",origin,M,2.7,CSN*
6077,12-06-25,04:32:40.0,39.175,28.271,7,WESTERN TURKEY,origin,M,1.3,AFAD*
6078,12-06-25,04:26:54.0,39.183,28.181,7,WESTERN TURKEY,origin,M,1.5,AFAD*
6079,12-06-25,04:26:26.8,-34.035,-179.506,300,SOUTH OF KERMADEC ISLANDS,origin,M,3.2,GNS
6080,12-06-25,04:25:37.0,39.194,28.175,7,WESTERN TURKEY,origin,M,1.2,AFAD*
6081,12-06-25,04:19:41.0,39.173,28.207,7,WESTERN TURKEY,origin,M,1.3,AFAD*
6082,12-06-25,04:19:06.7,45.909,10.845,10,NORTHERN ITALY,origin,A,2.1,ETHZ
6083,12-06-25,04:19:05.3,45.857,10.95,14,NORTHERN ITALY,origin,A,1.6,OGS
6084,12-06-25,04:19:05.2,45.857,10.95,14,NORTHERN ITALY,origin,A,1.6,INFO*
6085,12-06-25,04:14:41.0,38.152,38.51,7,EASTERN TURKEY,origin,M,0.8,AFAD*
6086,12-06-25,04:09:43.0,39.193,28.159,7,WESTERN TURKEY,origin,M,1.4,AFAD*
6087,12-06-25,04:06:51.4,39.175,28.151,10,WESTERN TURKEY,origin,M,2.1,KOERI
6088,12-06-25,04:06:50.6,39.19,28.188,7,WESTERN TURKEY,origin,A,2.0,INFO*
6089,12-06-25,04:06:39.0,39.198,28.182,7,WESTERN TURKEY,origin,M,1.3,AFAD
6090,12-06-25,04:03:08.0,-7.812,127.8,133,"KEPULAUAN BARAT DAYA, INDONESIA",origin,A,4.8,GFZ
6091,12-06-25,04:03:06.9,-7.562,127.745,159,"KEPULAUAN BARAT DAYA, INDONESIA",origin,M,4.3,NEIC
6092,12-06-25,04:03:06.0,-7.79,127.83,158,"KEPULAUAN BARAT DAYA, INDONESIA",origin,M,4.5,BMKG
6093,12-06-25,04:03:04.0,-7.582,127.693,124,"KEPULAUAN BARAT DAYA, INDONESIA",origin,M,4.3,INFO*
6094,12-06-25,04:02:34.0,39.156,28.296,7,WESTERN TURKEY,origin,M,1.3,AFAD*
6095,12-06-25,03:56:00.5,39.235,28.931,9,WESTERN TURKEY,origin,M,1.6,KOERI
6096,12-06-25,03:56:00.2,39.247,28.942,13,WESTERN TURKEY,origin,A,1.6,INFO*
6097,12-06-25,03:56:00.0,39.247,28.942,13,WESTERN TURKEY,origin,M,1.5,AFAD
6098,12-06-25,03:51:52.5,39.168,28.183,20,WESTERN TURKEY,origin,M,1.2,KOERI
6099,12-06-25,03:51:52.4,39.203,28.15,5,WESTERN TURKEY,origin,A,1.2,INFO*
6100,12-06-25,03:51:52.0,39.203,28.15,5,WESTERN TURKEY,origin,M,1.3,AFAD
6101,12-06-25,03:50:42.0,39.226,28.185,5,WESTERN TURKEY,origin,M,1.5,AFAD
6102,12-06-25,03:50:41.5,39.226,28.185,5,WESTERN TURKEY,origin,A,1.4,INFO*
6103,12-06-25,03:50:40.9,39.27,28.148,5,WESTERN TURKEY,origin,M,1.4,KOERI
6104,12-06-25,03:49:55.2,28.084,-16.18,9,"CANARY ISLANDS, SPAIN REGION",origin,M,1.9,IGN*
6105,12-06-25,03:48:21.0,-9.3,117.26,43,"SUMBAWA REGION, INDONESIA",origin,M,4.3,BMKG*
6106,12-06-25,03:42:35.0,39.416,32.943,7,CENTRAL TURKEY,origin,M,1.2,AFAD*
6107,12-06-25,03:42:03.0,39.836,27.604,9,WESTERN TURKEY,origin,A,2.0,INFO*
6108,12-06-25,03:42:03.0,39.836,27.604,9,WESTERN TURKEY,origin,M,2.0,AFAD
6109,12-06-25,03:42:02.9,39.837,27.583,12,WESTERN TURKEY,origin,M,2.0,KOERI
6110,12-06-25,03:40:24.9,39.175,28.169,7,WESTERN TURKEY,origin,A,1.5,INFO*
6111,12-06-25,03:40:24.8,39.183,28.188,9,WESTERN TURKEY,origin,M,1.4,KOERI
6112,12-06-25,03:40:24.0,39.175,28.169,7,WESTERN TURKEY,origin,M,1.6,AFAD
6113,12-06-25,03:37:48.0,39.205,28.196,5,WESTERN TURKEY,origin,M,1.4,AFAD*
6114,12-06-25,03:34:51.0,39.204,28.177,7,WESTERN TURKEY,origin,M,1.3,AFAD*
6115,12-06-25,03:27:58.0,38.39,30.841,7,WESTERN TURKEY,origin,M,1.3,AFAD*
6116,12-06-25,03:25:13.0,53.134,-166.694,20,"FOX ISLANDS, ALEUTIAN ISLANDS",origin,M,2.4,AK
6117,12-06-25,03:23:52.0,39.211,28.173,7,WESTERN TURKEY,origin,M,1.5,AFAD*
6118,12-06-25,03:11:21.0,39.102,28.337,7,WESTERN TURKEY,origin,M,1.3,AFAD*
6119,12-06-25,03:08:43.0,39.183,28.187,7,WESTERN TURKEY,origin,M,1.6,AFAD*
6120,12-06-25,03:08:22.3,38.254,38.202,11,EASTERN TURKEY,origin,A,0.9,INFO*
6121,12-06-25,03:08:22.0,38.236,38.207,7,EASTERN TURKEY,origin,M,1.0,AFAD
6122,12-06-25,03:08:21.6,38.258,38.203,17,EASTERN TURKEY,origin,M,0.8,KOERI
6123,12-06-25,03:08:04.0,-8.45,118.37,119,"SUMBAWA REGION, INDONESIA",origin,M,2.6,BMKG*
6124,12-06-25,03:06:33.3,37.233,-3.099,9,SPAIN,origin,M,1.6,IGN*
6125,12-06-25,03:06:13.0,39.21,28.177,6,WESTERN TURKEY,origin,M,2.8,AFAD
6126,12-06-25,03:06:12.9,39.207,28.165,8,WESTERN TURKEY,origin,M,3.0,KOERI
6127,12-06-25,03:06:12.6,39.21,28.177,6,WESTERN TURKEY,origin,A,2.9,INFO*
6128,12-06-25,03:04:31.4,39.201,28.166,10,WESTERN TURKEY,origin,M,1.5,KOERI
6129,12-06-25,03:04:31.0,39.218,28.15,7,WESTERN TURKEY,origin,A,1.6,INFO*
6130,12-06-25,03:04:31.0,39.218,28.15,7,WESTERN TURKEY,origin,M,1.6,AFAD
6131,12-06-25,03:03:15.6,18.64,-67.336,29,PUERTO RICO REGION,origin,M,3.1,PR*
6132,12-06-25,02:54:57.0,39.162,28.187,7,WESTERN TURKEY,origin,M,1.1,AFAD*
6133,12-06-25,02:54:00.7,38.357,37.367,7,CENTRAL TURKEY,origin,A,1.8,INFO*
6134,12-06-25,02:54:00.1,38.345,37.344,3,CENTRAL TURKEY,origin,M,1.8,KOERI
6135,12-06-25,02:54:00.0,38.357,37.367,7,CENTRAL TURKEY,origin,M,1.7,AFAD
6136,12-06-25,02:52:20.0,39.194,28.321,7,WESTERN TURKEY,origin,M,1.4,AFAD
6137,12-06-25,02:52:19.6,39.194,28.321,7,WESTERN TURKEY,origin,A,1.4,INFO*
6138,12-06-25,02:52:19.3,39.177,28.33,18,WESTERN TURKEY,origin,M,1.5,KOERI
6139,12-06-25,02:51:31.6,46.341,14.226,10,SLOVENIA,origin,M,2.0,INGV
6140,12-06-25,02:51:31.5,46.378,14.239,8,SLOVENIA,origin,A,1.5,OGS
6141,12-06-25,02:51:31.5,46.37,14.235,10,SLOVENIA,origin,A,1.5,INFO*
6142,12-06-25,02:51:31.0,46.38,14.23,0,SLOVENIA,origin,A,1.5,ARSO
6143,12-06-25,02:49:52.0,38.13,36.924,7,CENTRAL TURKEY,origin,M,1.4,AFAD
6144,12-06-25,02:49:51.8,38.188,36.976,11,CENTRAL TURKEY,origin,A,1.4,INFO*
6145,12-06-25,02:49:51.6,38.172,36.968,12,CENTRAL TURKEY,origin,M,1.4,KOERI
6146,12-06-25,02:46:51.3,39.166,28.225,9,WESTERN TURKEY,origin,M,1.7,KOERI
6147,12-06-25,02:46:51.0,39.172,28.254,7,WESTERN TURKEY,origin,M,1.5,AFAD
6148,12-06-25,02:46:50.8,39.172,28.254,7,WESTERN TURKEY,origin,A,1.6,INFO*
6149,12-06-25,02:45:29.0,39.183,27.97,7,WESTERN TURKEY,origin,M,1.3,AFAD*
6150,12-06-25,02:45:14.0,-20.04,-69.563,33,"TARAPACA, CHILE",origin,A,3.7,SC4
6151,12-06-25,02:45:10.0,-20.03,-69.2,98,"TARAPACA, CHILE",origin,M,3.7,CSN*
6152,12-06-25,02:40:18.0,-31.43,-67.95,10,"SAN JUAN, ARGENTINA",origin,A,2.6,NSNA*
6153,12-06-25,02:36:29.6,40.85,70.71,0,EASTERN UZBEKISTAN,origin,M,3.0,KIS*
6154,12-06-25,02:36:27.0,-2.12,138.97,13,"PAPUA, INDONESIA",origin,M,3.2,BMKG*
6155,12-06-25,02:35:05.7,38.693,-29.225,10,"AZORES ISLANDS, PORTUGAL",origin,M,2.4,PDA
6156,12-06-25,02:35:00.0,39.207,28.167,7,WESTERN TURKEY,origin,M,1.7,AFAD
6157,12-06-25,02:34:59.8,39.199,28.152,13,WESTERN TURKEY,origin,M,1.7,KOERI
6158,12-06-25,02:34:59.8,39.207,28.167,7,WESTERN TURKEY,origin,A,1.7,INFO*
6159,12-06-25,02:33:53.0,22.85,93.9,65,MYANMAR-INDIA BORDER REGION,origin,M,3.6,NDI*
6160,12-06-25,02:33:28.0,39.219,28.172,6,WESTERN TURKEY,origin,M,1.7,AFAD
6161,12-06-25,02:33:27.9,39.219,28.172,6,WESTERN TURKEY,origin,A,1.8,INFO*
6162,12-06-25,02:33:27.9,39.196,28.146,8,WESTERN TURKEY,origin,M,1.9,KOERI
6163,12-06-25,02:28:39.5,50.47,-1.01,5,"ENGLAND, UNITED KINGDOM",origin,A,2.5,LDG
6164,12-06-25,02:24:11.0,47.168,5.995,0,FRANCE,origin,A,2.4,ReNaSS
6165,12-06-25,02:24:10.3,47.168,5.995,0,FRANCE,origin,A,2.4,INFO*
6166,12-06-25,02:24:10.1,47.143,5.976,7,FRANCE,origin,M,1.9,ETHZ
6167,12-06-25,02:23:48.0,39.218,28.163,7,WESTERN TURKEY,origin,M,1.6,AFAD
6168,12-06-25,02:23:47.9,39.228,28.201,5,WESTERN TURKEY,origin,M,1.2,KOERI
6169,12-06-25,02:23:47.7,39.218,28.163,7,WESTERN TURKEY,origin,A,1.4,INFO*
6170,12-06-25,02:19:34.0,39.154,28.315,7,WESTERN TURKEY,origin,M,1.4,AFAD*
6171,12-06-25,02:14:27.7,38.492,38.077,7,EASTERN TURKEY,origin,A,1.2,INFO*
6172,12-06-25,02:14:27.1,38.47,38.062,8,EASTERN TURKEY,origin,M,1.2,KOERI
6173,12-06-25,02:13:53.0,38.491,38.031,7,EASTERN TURKEY,origin,M,1.0,AFAD
6174,12-06-25,02:10:34.6,53.071,160.092,48,NEAR EAST COAST OF KAMCHATKA,origin,A,5.0,NORSAR
6175,12-06-25,02:10:29.8,52.759,159.901,10,OFF EAST COAST OF KAMCHATKA,origin,M,5.1,NIEP
6176,12-06-25,02:10:28.6,52.76,160.39,22,OFF EAST COAST OF KAMCHATKA,origin,M,5.0,MCSM
6177,12-06-25,02:10:28.2,52.562,160.59,24,OFF EAST COAST OF KAMCHATKA,origin,A,5.2,GFZ
6178,12-06-25,02:10:28.0,52.54,160.65,35,OFF EAST COAST OF KAMCHATKA,origin,M,5.2,BMKG
6179,12-06-25,02:10:27.1,52.512,160.81,22,OFF EAST COAST OF KAMCHATKA,origin,M,5.1,NEIC
6180,12-06-25,02:10:27.1,52.681,160.98,22,OFF EAST COAST OF KAMCHATKA,origin,M,5.2,RSSC
