,Date,Time,Latitude,Longitude,Depth,Region,Type,Automatic/Manual,Magnitude,Network
0,12-11-25,20:47:53.1,59.778,-153.332,125,SOUTHERN ALASKA,origin,A,2.5,AK
1,12-11-25,20:35:14.3,34.483,-119.016,10,SOUTHERN CALIFORNIA,origin,A,2.0,SCSN*
2,12-11-25,20:32:04.9,67.371,-156.524,5,NORTHERN ALASKA,origin,A,3.0,AK*
3,12-11-25,20:25:27.7,-21.373,-70.137,10,"OFFSHORE ANTOFAGASTA, CHILE",origin,A,3.5,SC4
4,12-11-25,20:24:32.0,23.234,120.663,10,TAIWAN,origin,M,3.7,MET
5,12-11-25,20:24:29.2,23.155,120.507,7,TAIWAN,origin,A,4.0,MIX
6,12-11-25,20:24:28.4,23.19,120.47,9,TAIWAN,origin,M,4.0,CWB*
7,12-11-25,20:22:23.0,-2.1,120.63,5,"SULAWESI, INDONESIA",origin,M,2.7,BMKG*
8,12-11-25,20:21:02.0,-8.86,123.05,11,"FLORES REGION, INDONESIA",origin,M,3.1,BMKG*
9,12-11-25,20:17:40.3,39.476,20.424,15,GREECE,origin,A,2.9,IGEO
10,12-11-25,20:17:38.0,39.421,20.556,19,GREECE,origin,M,2.9,NOA
11,12-11-25,20:17:37.0,39.421,20.556,19,GREECE,origin,A,2.9,INFO*
12,12-11-25,20:10:44.6,60.763,-150.913,47,"KENAI PENINSULA, ALASKA",origin,A,2.0,AK
13,12-11-25,19:59:41.0,-13.61,-72.15,9,CENTRAL PERU,origin,A,3.5,LIM*
14,12-11-25,19:59:37.0,-10.8,114.73,5,"SOUTH OF BALI, INDONESIA",origin,M,2.9,BMKG*
15,12-11-25,19:54:31.5,39.189,28.271,10,WESTERN TURKEY,origin,A,3.1,MIX
16,12-11-25,19:54:31.5,39.176,28.246,14,WESTERN TURKEY,origin,M,3.2,KOERI
17,12-11-25,19:54:31.0,39.189,28.271,10,WESTERN TURKEY,origin,M,3.0,AFAD*
18,12-11-25,19:53:56.0,-9.85,119.1,184,"SUMBA REGION, INDONESIA",origin,M,2.8,BMKG*
19,12-11-25,19:50:26.3,45.894,2.843,6,FRANCE,origin,A,2.0,ReNaSS*
20,12-11-25,19:45:05.0,-21.17,-68.97,110,"TARAPACA, CHILE",origin,M,2.9,CSN*
21,12-11-25,19:40:16.5,39.162,28.248,15,WESTERN TURKEY,origin,M,2.9,KOERI
22,12-11-25,19:40:16.0,39.16,28.255,8,WESTERN TURKEY,origin,A,2.8,INFO*
23,12-11-25,19:40:15.0,39.16,28.255,8,WESTERN TURKEY,origin,M,2.8,AFAD
24,12-11-25,19:33:58.9,48.63,26.14,3,UKRAINE-ROMANIA-MOLDOVA BDR REG,origin,M,2.9,MCSM*
25,12-11-25,19:30:55.3,39.195,28.266,5,WESTERN TURKEY,origin,A,1.9,INFO*
26,12-11-25,19:30:55.3,39.195,28.259,14,WESTERN TURKEY,origin,M,1.9,KOERI
27,12-11-25,19:30:54.0,39.195,28.266,5,WESTERN TURKEY,origin,M,1.8,AFAD
28,12-11-25,19:25:53.6,60.318,-139.673,4,"SOUTHERN YUKON TERRITORY, CANADA",origin,A,2.1,AK
29,12-11-25,19:25:48.0,37.5,72.6,90,TAJIKISTAN,origin,M,4.0,NDI
30,12-11-25,19:22:28.9,-30.324,-71.314,10,"COQUIMBO, CHILE",origin,A,3.4,SC4
31,12-11-25,19:22:27.0,-32.02,-71.64,41,"OFFSHORE COQUIMBO, CHILE",origin,M,2.7,CSN*
32,12-11-25,19:20:45.1,60.509,-139.918,5,"SOUTHERN YUKON TERRITORY, CANADA",origin,M,3.9,AK*
33,12-11-25,19:20:44.0,60.531,-139.968,5,"SOUTHERN YUKON TERRITORY, CANADA",origin,A,4.2,CN
34,12-11-25,19:18:52.2,60.338,-139.836,5,"SOUTHERN YUKON TERRITORY, CANADA",origin,A,2.1,AK
35,12-11-25,18:59:55.8,34.485,-119.015,10,SOUTHERN CALIFORNIA,origin,A,2.2,SCSN*
36,12-11-25,18:59:30.0,43.4,141.6,10,"HOKKAIDO, JAPAN REGION",origin,A,3.0,JMA*
37,12-11-25,18:57:54.0,60.391,-147.762,19,SOUTHERN ALASKA,origin,A,2.9,AK
38,12-11-25,18:56:44.1,58.754,-153.825,12,"KODIAK ISLAND REGION, ALASKA",origin,A,2.0,AK
39,12-11-25,18:52:03.4,44.803,6.759,5,FRANCE,origin,A,2.1,ReNaSS*
40,12-11-25,18:47:56.0,-6.03,122.55,10,FLORES SEA,origin,M,3.2,BMKG*
41,12-11-25,18:44:48.1,40.319,-124.574,11,OFFSHORE NORTHERN CALIFORNIA,origin,A,2.2,NC
42,12-11-25,18:41:26.0,39.204,28.109,7,WESTERN TURKEY,origin,M,0.9,AFAD*
43,12-11-25,18:39:35.0,-9.57,121.27,21,SAVU SEA,origin,M,2.7,BMKG*
44,12-11-25,18:38:03.2,-32.642,-70.485,10,"VALPARAISO, CHILE",origin,A,2.4,SC4
45,12-11-25,18:37:48.4,-0.335,132.25,10,"NEAR N COAST OF PAPUA, INDONESIA",origin,M,4.4,NEIC
46,12-11-25,18:37:48.0,-0.18,132.45,10,"NEAR N COAST OF PAPUA, INDONESIA",origin,M,4.3,BMKG*
47,12-11-25,18:31:12.1,34.483,-119.016,11,SOUTHERN CALIFORNIA,origin,M,2.7,SCSN
48,12-11-25,18:31:11.9,34.512,-119.021,10,SOUTHERN CALIFORNIA,origin,M,2.6,NEIC*
49,12-11-25,18:29:20.1,-43.169,171.098,5,SOUTH ISLAND OF NEW ZEALAND,origin,M,3.4,GNS*
50,12-11-25,18:29:09.0,36.471,42.294,24,IRAQ,origin,M,2.4,AFAD*
51,12-11-25,18:29:05.4,34.486,-119.031,8,SOUTHERN CALIFORNIA,origin,A,2.6,SCSN*
52,12-11-25,18:28:27.9,34.487,-119.017,10,SOUTHERN CALIFORNIA,origin,A,2.5,SCSN
53,12-11-25,18:27:32.1,34.486,-119.015,10,SOUTHERN CALIFORNIA,origin,A,2.6,SCSN
54,12-11-25,18:27:32.1,34.488,-119.018,11,SOUTHERN CALIFORNIA,origin,M,3.1,SCSN*
55,12-11-25,18:27:31.7,34.504,-119.011,10,SOUTHERN CALIFORNIA,origin,M,3.0,NEIC
56,12-11-25,18:26:01.0,-9.31,113.33,10,"SOUTH OF JAVA, INDONESIA",origin,M,2.5,BMKG*
57,12-11-25,18:25:19.2,39.122,28.302,14,WESTERN TURKEY,origin,M,2.1,KOERI
58,12-11-25,18:25:18.9,39.123,28.315,8,WESTERN TURKEY,origin,A,2.0,INFO*
59,12-11-25,18:25:18.0,39.123,28.315,8,WESTERN TURKEY,origin,M,2.0,AFAD
60,12-11-25,18:21:03.0,34.487,-119.02,9,SOUTHERN CALIFORNIA,origin,A,2.8,SCSN
61,12-11-25,18:21:02.6,34.513,-119.014,10,SOUTHERN CALIFORNIA,origin,M,2.5,NEIC*
62,12-11-25,18:17:23.0,-9.07,111.2,12,"SOUTH OF JAVA, INDONESIA",origin,M,2.6,BMKG*
63,12-11-25,18:16:27.0,12.485,-90.134,11,OFF THE COAST OF EL SALVADOR,mt,A,4.1,MARN
64,12-11-25,18:16:19.0,12.485,-90.146,8,OFF THE COAST OF EL SALVADOR,origin,M,4.4,MARN
65,12-11-25,18:16:19.0,12.59,-90.12,1,OFF THE COAST OF EL SALVADOR,origin,M,4.4,INET*
66,12-11-25,18:14:50.0,12.58,-90.09,7,OFF THE COAST OF EL SALVADOR,origin,M,3.8,INET*
67,12-11-25,18:12:54.0,39.166,28.346,16,WESTERN TURKEY,origin,M,1.6,KOERI
68,12-11-25,18:12:53.4,39.207,28.306,8,WESTERN TURKEY,origin,A,1.6,INFO*
69,12-11-25,18:12:53.0,39.207,28.306,8,WESTERN TURKEY,origin,M,1.5,AFAD
70,12-11-25,18:11:30.0,41.3,142.8,30,"HOKKAIDO, JAPAN REGION",origin,A,4.4,JMA
71,12-11-25,18:11:07.2,41.583,142.432,33,"HOKKAIDO, JAPAN REGION",origin,A,5.0,GFZ
72,12-11-25,18:11:06.6,41.374,142.595,47,"HOKKAIDO, JAPAN REGION",origin,M,4.8,NEIC*
73,12-11-25,18:11:05.4,41.3,142.662,40,"HOKKAIDO, JAPAN REGION",origin,A,4.8,MIX
74,12-11-25,18:11:05.3,41.31,142.66,41,"HOKKAIDO, JAPAN REGION",origin,M,5.0,MCSM
75,12-11-25,18:11:05.2,41.619,142.301,10,"HOKKAIDO, JAPAN REGION",origin,A,4.5,SC4
76,12-11-25,18:09:50.0,25.99,147.76,15,EAST OF THE VOLCANO ISLANDS,origin,A,,ARSO
77,12-11-25,18:06:56.8,50.25,18.73,10,POLAND,origin,A,2.0,IGPAS*
78,12-11-25,18:06:43.0,-6.01,122.55,10,FLORES SEA,origin,M,3.6,BMKG*
79,12-11-25,18:06:18.0,39.169,28.305,7,WESTERN TURKEY,origin,M,1.2,AFAD*
80,12-11-25,18:01:19.0,-37.787,178.89,21,"OFF E. COAST OF N. ISLAND, N.Z.",origin,M,3.2,GNS*
81,12-11-25,18:00:28.0,-9.09,109.49,0,"SOUTH OF JAVA, INDONESIA",origin,M,2.9,BMKG*
82,12-11-25,17:57:52.1,39.186,28.292,13,WESTERN TURKEY,origin,M,2.1,KOERI
83,12-11-25,17:57:52.0,39.2,28.303,7,WESTERN TURKEY,origin,A,2.0,INFO*
84,12-11-25,17:57:52.0,39.2,28.303,7,WESTERN TURKEY,origin,M,2.0,AFAD
85,12-11-25,17:56:05.0,-8.78,113.56,11,"JAVA, INDONESIA",origin,M,2.6,BMKG*
86,12-11-25,17:53:01.5,60.011,-152.543,84,SOUTHERN ALASKA,origin,A,2.4,AK
87,12-11-25,17:53:01.0,36.018,27.483,19,DODECANESE IS.-TURKEY BORDER REG,origin,M,1.9,AFAD*
88,12-11-25,17:51:29.0,14.95,122.6,6,"LUZON, PHILIPPINES",origin,A,3.0,PIVS*
89,12-11-25,17:50:57.2,39.158,28.247,7,WESTERN TURKEY,origin,A,1.6,INFO*
90,12-11-25,17:50:57.0,39.162,28.266,12,WESTERN TURKEY,origin,M,1.5,KOERI
91,12-11-25,17:50:57.0,39.158,28.247,7,WESTERN TURKEY,origin,M,1.6,AFAD
92,12-11-25,17:50:21.4,34.483,-119.018,9,SOUTHERN CALIFORNIA,origin,A,2.0,SCSN*
93,12-11-25,17:50:01.0,0.31,126.02,10,MOLUCCA SEA,origin,M,3.1,BMKG*
94,12-11-25,17:47:36.0,-3.3,128.7,10,"SERAM, INDONESIA",origin,M,3.3,BMKG*
95,12-11-25,17:42:41.0,39.19,28.365,7,WESTERN TURKEY,origin,M,1.2,AFAD*
96,12-11-25,17:38:31.3,-20.553,-69.229,10,"TARAPACA, CHILE",origin,A,2.5,SC4
97,12-11-25,17:38:04.0,-20.46,-68.69,117,"POTOSI, BOLIVIA",origin,M,2.5,CSN*
98,12-11-25,17:36:07.6,39.166,28.304,11,WESTERN TURKEY,origin,M,1.8,KOERI
99,12-11-25,17:36:07.1,39.192,28.302,9,WESTERN TURKEY,origin,A,1.7,INFO*
100,12-11-25,17:36:07.0,39.192,28.302,9,WESTERN TURKEY,origin,M,1.6,AFAD
101,12-11-25,17:33:48.4,34.486,-119.02,9,SOUTHERN CALIFORNIA,origin,A,2.3,SCSN*
102,12-11-25,17:33:01.9,46.523,8.373,10,SWITZERLAND,origin,A,1.1,ETHZ*
103,12-11-25,17:33:01.4,39.205,28.164,8,WESTERN TURKEY,origin,M,2.8,KOERI
104,12-11-25,17:33:01.3,39.211,28.161,7,WESTERN TURKEY,origin,A,2.6,INFO*
105,12-11-25,17:33:01.0,39.211,28.161,7,WESTERN TURKEY,origin,M,2.4,AFAD
106,12-11-25,17:31:16.0,-5.99,122.57,11,"SULAWESI, INDONESIA",origin,M,3.0,BMKG*
107,12-11-25,17:30:07.0,39.223,28.158,7,WESTERN TURKEY,origin,M,1.1,AFAD*
108,12-11-25,17:27:01.0,39.165,28.259,7,WESTERN TURKEY,origin,M,1.0,AFAD*
109,12-11-25,17:25:42.0,39.205,28.308,7,WESTERN TURKEY,origin,M,1.0,AFAD*
110,12-11-25,17:21:08.2,60.568,-139.895,6,"SOUTHERN YUKON TERRITORY, CANADA",origin,M,3.0,NEIC*
111,12-11-25,17:19:01.9,37.748,-121.936,7,"SAN FRANCISCO BAY AREA, CALIF.",origin,A,2.4,NC*
112,12-11-25,17:18:46.0,40.252,29.094,12,WESTERN TURKEY,origin,M,1.2,AFAD*
113,12-11-25,17:18:44.8,13.16,-89.9,18,OFFSHORE EL SALVADOR,mt,M,4.9,NEIC
114,12-11-25,17:18:44.8,13.16,-89.9,18,OFFSHORE EL SALVADOR,mt,M,4.9,MARN
115,12-11-25,17:18:36.9,28.285,104.177,35,"EASTERN SICHUAN, CHINA",origin,A,4.7,MIX
116,12-11-25,17:18:36.8,28.39,104.2,26,"EASTERN SICHUAN, CHINA",origin,M,4.7,MCSM
117,12-11-25,17:18:35.5,28.177,104.391,10,"EASTERN SICHUAN, CHINA",origin,A,4.9,SC4
118,12-11-25,17:18:34.8,12.86,-89.9,43,OFFSHORE EL SALVADOR,origin,M,4.9,NEIC*
119,12-11-25,17:18:34.5,12.386,-89.637,10,OFF THE COAST OF EL SALVADOR,origin,M,5.1,USP
120,12-11-25,17:18:34.5,28.27,104.264,10,"EASTERN SICHUAN, CHINA",origin,A,4.6,GFZ
121,12-11-25,17:18:34.4,12.98,-89.819,10,OFFSHORE EL SALVADOR,origin,A,4.8,SC4
122,12-11-25,17:18:33.7,28.238,104.026,16,"EASTERN SICHUAN, CHINA",origin,M,4.7,NEIC*
123,12-11-25,17:18:33.5,12.863,-89.872,27,OFFSHORE EL SALVADOR,origin,A,4.9,MIX
124,12-11-25,17:18:32.4,12.861,-89.901,10,OFFSHORE EL SALVADOR,origin,A,4.8,GFZ
125,12-11-25,17:18:31.2,12.668,-90.015,24,OFFSHORE EL SALVADOR,origin,M,4.9,MARN
126,12-11-25,17:18:27.0,12.59,-90.16,1,OFF THE COAST OF EL SALVADOR,origin,M,5.0,INET
127,12-11-25,17:17:43.0,38.231,38.108,7,EASTERN TURKEY,origin,M,0.9,AFAD*
128,12-11-25,17:15:28.0,37.869,41.533,10,EASTERN TURKEY,origin,M,2.0,AFAD*
129,12-11-25,17:13:06.0,38.45,39.078,12,EASTERN TURKEY,origin,M,1.0,AFAD*
130,12-11-25,17:09:03.0,-7.07,105.6,19,"JAVA, INDONESIA",origin,M,2.6,BMKG*
131,12-11-25,17:08:16.0,39.183,28.126,7,WESTERN TURKEY,origin,M,1.5,AFAD*
132,12-11-25,17:04:20.7,41.359,142.887,54,"HOKKAIDO, JAPAN REGION",origin,M,4.4,NEIC*
133,12-11-25,17:04:18.5,41.331,143.016,33,"HOKKAIDO, JAPAN REGION",origin,A,4.8,GFZ
134,12-11-25,17:04:18.5,41.303,142.962,35,"HOKKAIDO, JAPAN REGION",origin,A,4.5,MIX
135,12-11-25,17:04:17.5,41.15,143.11,40,"HOKKAIDO, JAPAN REGION",origin,M,4.6,GSRAS
136,12-11-25,17:03:54.1,34.35,26.38,8,"CRETE, GREECE",origin,M,2.7,THE
137,12-11-25,17:03:22.0,39.156,28.262,7,WESTERN TURKEY,origin,M,0.9,AFAD*
138,12-11-25,17:00:01.4,39.168,28.266,5,WESTERN TURKEY,origin,A,2.1,INFO*
139,12-11-25,17:00:01.1,39.165,28.289,10,WESTERN TURKEY,origin,M,2.2,KOERI
140,12-11-25,17:00:01.0,39.168,28.266,5,WESTERN TURKEY,origin,M,2.0,AFAD
141,12-11-25,16:50:30.0,-7.03,105.42,22,"JAVA, INDONESIA",origin,M,3.2,BMKG*
142,12-11-25,16:49:31.5,59.11,-152.756,70,SOUTHERN ALASKA,origin,A,2.9,AK
143,12-11-25,16:46:14.0,39.251,28.097,8,WESTERN TURKEY,origin,M,1.0,AFAD*
144,12-11-25,16:45:52.0,11.15,124.14,10,"LEYTE, PHILIPPINES",origin,A,3.1,PIVS*
145,12-11-25,16:44:23.3,39.127,32.817,5,CENTRAL TURKEY,origin,A,1.8,INFO*
146,12-11-25,16:44:23.2,39.127,32.817,5,CENTRAL TURKEY,origin,M,2.5,KOERI
147,12-11-25,16:43:44.0,39.191,28.279,13,WESTERN TURKEY,origin,M,1.0,AFAD
148,12-11-25,16:43:18.5,42.224,-7.912,33,SPAIN,origin,M,1.8,IGN*
149,12-11-25,16:38:54.2,39.143,28.269,9,WESTERN TURKEY,origin,M,1.8,KOERI
150,12-11-25,16:38:53.6,39.187,28.269,7,WESTERN TURKEY,origin,A,1.8,INFO*
151,12-11-25,16:38:53.0,39.187,28.269,7,WESTERN TURKEY,origin,M,1.7,AFAD
152,12-11-25,16:37:20.0,39.21,28.302,6,WESTERN TURKEY,origin,M,1.1,AFAD*
153,12-11-25,16:33:54.1,-44.218,168.591,6,SOUTH ISLAND OF NEW ZEALAND,origin,A,3.2,GNS*
154,12-11-25,16:26:35.6,39.217,27.986,10,WESTERN TURKEY,origin,M,2.2,KOERI
155,12-11-25,16:26:35.2,39.218,28.01,11,WESTERN TURKEY,origin,A,2.8,INFO*
156,12-11-25,16:26:35.0,39.218,28.01,11,WESTERN TURKEY,origin,M,2.1,AFAD
157,12-11-25,16:26:00.0,36.089,27.504,23,DODECANESE IS.-TURKEY BORDER REG,origin,M,3.1,AFAD*
158,12-11-25,16:25:59.0,35.97,27.37,11,"DODECANESE ISLANDS, GREECE",origin,M,3.3,THE
159,12-11-25,16:25:58.7,36.01,27.306,15,DODECANESE IS.-TURKEY BORDER REG,origin,M,3.4,NOA
160,12-11-25,16:21:13.0,-24.202,-66.931,214,"SALTA, ARGENTINA",origin,A,3.1,NSNA*
161,12-11-25,16:20:49.0,36.047,27.47,18,DODECANESE IS.-TURKEY BORDER REG,origin,M,3.1,AFAD
162,12-11-25,16:20:48.5,36.0,27.32,8,DODECANESE IS.-TURKEY BORDER REG,origin,M,3.3,THE*
163,12-11-25,16:20:48.3,35.975,27.358,14,"DODECANESE ISLANDS, GREECE",origin,M,3.4,NOA
164,12-11-25,16:20:48.1,35.998,27.333,8,"DODECANESE ISLANDS, GREECE",origin,M,3.2,KOERI
165,12-11-25,16:20:47.6,36.0,27.32,8,DODECANESE IS.-TURKEY BORDER REG,origin,A,3.3,MIX
166,12-11-25,16:18:11.0,11.27,124.3,3,"LEYTE, PHILIPPINES",origin,A,3.0,PIVS*
167,12-11-25,16:14:05.4,-20.966,-69.195,10,"TARAPACA, CHILE",origin,A,2.5,SC4
168,12-11-25,16:11:53.0,-7.1,105.43,11,"JAVA, INDONESIA",origin,M,3.9,BMKG*
169,12-11-25,16:09:09.5,39.169,28.203,15,WESTERN TURKEY,origin,M,1.5,KOERI
170,12-11-25,16:09:09.0,39.173,28.29,7,WESTERN TURKEY,origin,A,1.4,INFO*
171,12-11-25,16:09:09.0,39.173,28.29,7,WESTERN TURKEY,origin,M,1.3,AFAD
172,12-11-25,16:07:50.4,32.007,-93.252,5,LOUISIANA,origin,M,2.7,NEIC*
173,12-11-25,16:06:57.3,39.142,28.081,10,WESTERN TURKEY,origin,M,1.8,KOERI
174,12-11-25,16:06:57.0,39.193,28.105,7,WESTERN TURKEY,origin,A,1.8,INFO*
175,12-11-25,16:06:56.0,39.193,28.105,7,WESTERN TURKEY,origin,M,1.7,AFAD
176,12-11-25,16:05:56.0,39.125,32.857,7,CENTRAL TURKEY,origin,M,1.8,AFAD*
177,12-11-25,16:02:31.3,38.47,38.078,7,EASTERN TURKEY,origin,A,1.4,INFO*
178,12-11-25,16:02:31.1,38.521,38.047,4,EASTERN TURKEY,origin,M,1.4,KOERI
179,12-11-25,16:02:31.0,38.47,38.078,7,EASTERN TURKEY,origin,M,1.3,AFAD
180,12-11-25,16:01:45.0,39.168,28.311,7,WESTERN TURKEY,origin,M,1.0,AFAD*
181,12-11-25,16:00:39.0,39.243,28.101,7,WESTERN TURKEY,origin,M,1.0,AFAD*
182,12-11-25,15:57:44.0,39.227,28.139,9,WESTERN TURKEY,origin,M,1.5,AFAD*
183,12-11-25,15:55:45.0,39.172,28.267,7,WESTERN TURKEY,origin,M,1.1,AFAD*
184,12-11-25,15:52:20.5,19.189,-155.351,28,"ISLAND OF HAWAII, HAWAII",origin,M,2.0,HV*
185,12-11-25,15:50:36.3,39.25,27.86,17,WESTERN TURKEY,origin,M,2.7,THE
186,12-11-25,15:50:33.1,39.217,27.978,11,WESTERN TURKEY,origin,M,3.1,KOERI
187,12-11-25,15:50:33.0,39.222,28.009,6,WESTERN TURKEY,origin,A,3.0,MIX
188,12-11-25,15:50:33.0,39.222,28.009,6,WESTERN TURKEY,origin,M,3.0,AFAD*
189,12-11-25,15:42:49.0,39.223,28.154,7,WESTERN TURKEY,origin,M,1.2,AFAD*
190,12-11-25,15:31:14.0,-4.04,133.46,10,"NEAR S COAST OF PAPUA, INDONESIA",origin,M,3.0,BMKG*
191,12-11-25,15:27:10.0,39.176,28.241,6,WESTERN TURKEY,origin,M,1.5,AFAD*
192,12-11-25,15:23:57.0,39.199,28.148,7,WESTERN TURKEY,origin,M,1.1,AFAD*
193,12-11-25,15:21:22.0,38.761,34.06,9,CENTRAL TURKEY,origin,M,1.1,AFAD*
194,12-11-25,15:19:51.0,-7.18,129.34,202,"KEPULAUAN BABAR, INDONESIA",origin,M,3.7,BMKG*
195,12-11-25,15:19:44.0,23.25,120.75,10,TAIWAN,origin,M,4.6,GSRAS
196,12-11-25,15:19:41.3,23.18,120.66,8,TAIWAN,origin,M,4.7,INFO*
197,12-11-25,15:19:41.1,23.137,120.605,10,TAIWAN,origin,M,4.6,MET
198,12-11-25,15:19:40.8,23.18,120.66,8,TAIWAN,origin,M,4.7,CWB
199,12-11-25,15:19:40.0,23.18,120.66,10,TAIWAN,mt,A,4.1,IESAS
200,12-11-25,15:19:06.0,38.511,29.678,7,WESTERN TURKEY,origin,M,0.7,AFAD*
201,12-11-25,15:17:30.3,18.066,-68.321,11,DOMINICAN REPUBLIC REGION,origin,M,3.4,PR*
202,12-11-25,15:17:06.0,39.171,28.306,7,WESTERN TURKEY,origin,M,1.0,AFAD*
203,12-11-25,15:12:13.0,39.184,28.289,7,WESTERN TURKEY,origin,M,1.1,AFAD*
204,12-11-25,15:08:29.0,39.178,28.234,6,WESTERN TURKEY,origin,M,1.0,AFAD*
205,12-11-25,15:05:47.0,39.24,28.954,10,WESTERN TURKEY,origin,M,1.2,AFAD*
206,12-11-25,14:58:30.3,39.12,28.26,29,WESTERN TURKEY,origin,M,2.8,THE
207,12-11-25,14:58:27.8,39.168,28.236,14,WESTERN TURKEY,origin,M,3.2,KOERI
208,12-11-25,14:58:27.5,39.192,28.261,7,WESTERN TURKEY,origin,M,3.1,INFO*
209,12-11-25,14:58:27.0,39.192,28.261,7,WESTERN TURKEY,origin,M,3.1,AFAD
210,12-11-25,14:55:25.2,39.224,28.014,7,WESTERN TURKEY,origin,A,2.4,INFO*
211,12-11-25,14:55:25.2,39.209,28.004,12,WESTERN TURKEY,origin,M,2.6,KOERI
212,12-11-25,14:55:25.0,39.224,28.014,7,WESTERN TURKEY,origin,M,2.2,AFAD
213,12-11-25,14:54:37.0,7.03,126.99,12,"MINDANAO, PHILIPPINES",origin,A,3.0,PIVS*
214,12-11-25,14:53:21.0,15.093,-93.194,85,"OFFSHORE CHIAPAS, MEXICO",origin,A,4.2,UNM*
215,12-11-25,14:52:29.0,-5.93,103.85,12,"SOUTHERN SUMATRA, INDONESIA",origin,M,3.2,BMKG*
216,12-11-25,14:50:00.0,-8.93,117.71,8,"SUMBAWA REGION, INDONESIA",origin,M,2.5,BMKG*
217,12-11-25,14:49:04.0,22.939,120.956,10,TAIWAN,origin,A,4.8,GFZ
218,12-11-25,14:49:04.0,23.05,120.76,13,TAIWAN,origin,M,4.6,BMKG
219,12-11-25,14:49:03.3,23.19,120.627,10,TAIWAN,origin,M,4.5,MET
220,12-11-25,14:49:03.0,23.18,120.66,8,TAIWAN,origin,M,4.8,INFO*
221,12-11-25,14:49:03.0,23.15,120.86,10,TAIWAN,origin,M,4.8,GSRAS
222,12-11-25,14:49:02.4,23.18,120.66,8,TAIWAN,origin,M,4.7,CWB
223,12-11-25,14:49:02.0,23.18,120.66,14,TAIWAN,mt,A,4.2,IESAS
224,12-11-25,14:48:58.5,47.73,152.58,150,KURIL ISLANDS,origin,M,4.5,GSRAS*
225,12-11-25,14:48:56.1,47.868,153.31,128,KURIL ISLANDS,origin,A,4.0,NORSAR
226,12-11-25,14:48:36.0,16.7,119.99,21,"LUZON, PHILIPPINES",origin,A,3.5,PIVS*
227,12-11-25,14:47:42.0,39.154,28.308,7,WESTERN TURKEY,origin,M,1.6,AFAD
228,12-11-25,14:47:41.8,39.154,28.308,7,WESTERN TURKEY,origin,A,1.6,INFO*
229,12-11-25,14:47:41.6,39.158,28.262,11,WESTERN TURKEY,origin,M,1.7,KOERI
230,12-11-25,14:42:09.8,-6.075,122.458,56,FLORES SEA,origin,M,4.4,MET
231,12-11-25,14:42:09.5,-6.276,122.172,10,FLORES SEA,origin,A,4.5,SC4
232,12-11-25,14:42:08.1,-6.058,122.518,18,FLORES SEA,origin,M,4.7,INFO*
233,12-11-25,14:42:07.0,-5.99,122.52,18,"SULAWESI, INDONESIA",origin,M,4.4,BMKG
234,12-11-25,14:42:06.9,-6.068,122.596,10,FLORES SEA,origin,A,4.7,GFZ
235,12-11-25,14:41:46.4,38.74,26.06,10,NEAR THE COAST OF WESTERN TURKEY,origin,M,2.4,THE
236,12-11-25,14:41:46.1,38.744,26.085,9,NEAR THE COAST OF WESTERN TURKEY,origin,M,2.7,KOERI
237,12-11-25,14:41:45.9,38.746,26.073,11,NEAR THE COAST OF WESTERN TURKEY,origin,A,2.5,INFO*
238,12-11-25,14:41:45.0,38.745,26.023,7,NEAR THE COAST OF WESTERN TURKEY,origin,M,2.6,AFAD
239,12-11-25,14:35:00.4,59.996,-140.579,6,SOUTHEASTERN ALASKA,origin,A,2.1,AK
240,12-11-25,14:32:01.0,-3.37,140.13,10,"PAPUA, INDONESIA",origin,M,2.5,BMKG*
241,12-11-25,14:29:32.8,47.552,8.167,1,SWITZERLAND,origin,A,1.7,ETHZ*
242,12-11-25,14:28:24.6,19.14,-155.371,30,"ISLAND OF HAWAII, HAWAII",origin,M,3.5,HV*
243,12-11-25,14:27:38.0,-2.87,130.26,10,"CERAM SEA, INDONESIA",origin,M,2.5,BMKG*
244,12-11-25,14:22:04.0,39.191,28.318,7,WESTERN TURKEY,origin,M,1.2,AFAD*
245,12-11-25,14:21:23.2,19.796,-155.913,25,"ISLAND OF HAWAII, HAWAII",origin,M,2.2,HV*
246,12-11-25,14:15:17.0,-10.4,124.02,10,"TIMOR REGION, INDONESIA",origin,M,2.7,BMKG*
247,12-11-25,13:57:16.7,45.569,3.212,5,FRANCE,origin,A,2.3,ReNaSS*
248,12-11-25,13:53:37.0,11.848,-60.721,84,"TOBAGO REGION, TRINIDAD-TOBAGO",origin,A,3.6,TRN*
249,12-11-25,13:49:52.9,39.154,28.321,17,WESTERN TURKEY,origin,M,1.4,KOERI
250,12-11-25,13:49:52.0,39.187,28.324,11,WESTERN TURKEY,origin,A,1.4,INFO*
251,12-11-25,13:49:52.0,39.187,28.324,11,WESTERN TURKEY,origin,M,1.5,AFAD
252,12-11-25,13:47:21.0,37.34,72.41,80,TAJIKISTAN,origin,M,3.9,NDI
253,12-11-25,13:46:43.0,40.176,32.945,7,CENTRAL TURKEY,origin,M,1.7,AFAD*
254,12-11-25,13:42:02.1,47.229,7.003,21,SWITZERLAND,origin,A,2.3,ReNaSS
255,12-11-25,13:37:00.5,11.395,-86.823,24,NEAR COAST OF NICARAGUA,origin,A,3.9,MARN
