Date,Time,Latitude,Longitude,Depth,Region,Type,Automatic/Manual,Magnitude,Network
2025-12-11,13:28:30.0,45.210,14.560,13,CROATIA,origin,A,1.5,ARSO*
2025-12-11,13:28:10.0,-24.090,-67.100,206,"SALTA, ARGENTINA",origin,M,3.6,CSN*
2025-12-11,13:28:10.0,-24.040,-66.960,192,"SALTA, ARGENTINA",origin,A,3.5,NSNA
2025-12-11,13:24:26.0,-2.880,130.270,4,"CERAM SEA, INDONESIA",origin,M,3.0,BMKG*
2025-12-11,13:19:42.0,39.222,28.320,9,WESTERN TURKEY,origin,M,1.1,AFAD*
2025-12-11,13:15:54.3,43.260,18.270,10,BOSNIA AND HERZEGOVINA,origin,A,4.0,BUD
2025-12-11,13:15:54.0,42.680,18.130,2,CROATIA,origin,M,3.4,THE
2025-12-11,13:15:52.8,43.172,18.110,10,BOSNIA AND HERZEGOVINA,origin,M,3.6,NIEP
2025-12-11,13:15:52.0,42.990,18.080,15,BOSNIA AND HERZEGOVINA,origin,A,3.0,ARSO
2025-12-11,13:15:51.8,42.994,18.199,8,BOSNIA AND HERZEGOVINA,origin,A,3.6,CSLC
2025-12-11,13:15:51.2,42.982,18.171,5,BOSNIA AND HERZEGOVINA,origin,A,3.2,SORS
2025-12-11,13:15:51.1,43.091,18.087,2,BOSNIA AND HERZEGOVINA,origin,M,3.5,BEO
2025-12-11,13:15:50.9,42.998,18.081,9,BOSNIA AND HERZEGOVINA,origin,M,3.6,INFO*
2025-12-11,13:15:50.7,42.928,17.995,10,BOSNIA AND HERZEGOVINA,origin,A,3.7,GFZ
2025-12-11,13:15:48.2,43.010,17.967,11,BOSNIA AND HERZEGOVINA,origin,M,3.5,MSO
2025-12-11,13:15:48.1,43.107,18.354,19,BOSNIA AND HERZEGOVINA,origin,M,3.7,INGV
2025-12-11,13:15:48.0,42.933,17.782,15,BOSNIA AND HERZEGOVINA,origin,A,3.8,IGEO
2025-12-11,13:11:47.6,38.773,38.003,7,EASTERN TURKEY,origin,A,1.8,INFO*
2025-12-11,13:11:47.2,38.729,37.961,3,CENTRAL TURKEY,origin,M,1.8,KOERI
2025-12-11,13:11:47.0,38.773,38.003,7,EASTERN TURKEY,origin,M,1.7,AFAD
2025-12-11,13:11:26.2,39.199,29.027,13,WESTERN TURKEY,origin,A,1.4,INFO*
2025-12-11,13:11:26.1,39.213,29.023,11,WESTERN TURKEY,origin,M,1.4,KOERI
2025-12-11,13:11:26.0,39.198,28.971,11,WESTERN TURKEY,origin,M,1.4,AFAD
2025-12-11,13:07:59.2,37.218,-5.265,0,SPAIN,origin,M,2.1,IGN*
2025-12-11,13:04:17.8,38.906,28.171,9,WESTERN TURKEY,origin,M,1.3,KOERI
2025-12-11,13:04:13.0,39.200,28.254,11,WESTERN TURKEY,origin,M,1.3,AFAD
2025-12-11,13:04:12.9,39.169,28.234,11,WESTERN TURKEY,origin,A,1.3,INFO*
2025-12-11,13:03:12.0,39.167,28.255,7,WESTERN TURKEY,origin,M,1.4,AFAD
2025-12-11,13:03:11.8,39.167,28.255,7,WESTERN TURKEY,origin,A,1.4,INFO*
2025-12-11,13:03:11.4,39.159,28.270,15,WESTERN TURKEY,origin,M,1.5,KOERI
2025-12-11,12:50:35.7,39.170,28.280,11,WESTERN TURKEY,origin,M,1.6,KOERI
2025-12-11,12:50:35.2,39.208,28.306,9,WESTERN TURKEY,origin,A,1.6,INFO*
2025-12-11,12:50:35.0,39.208,28.306,9,WESTERN TURKEY,origin,M,1.5,AFAD
2025-12-11,12:49:21.0,39.252,28.117,6,WESTERN TURKEY,origin,M,1.1,AFAD*
2025-12-11,12:44:00.7,58.539,-156.438,197,ALASKA PENINSULA,origin,M,2.6,NEIC*
2025-12-11,12:44:00.6,58.551,-156.429,212,ALASKA PENINSULA,origin,A,3.4,AK
2025-12-11,12:39:36.4,39.290,27.960,4,WESTERN TURKEY,origin,M,2.6,THE
2025-12-11,12:39:34.0,39.235,28.182,7,WESTERN TURKEY,origin,A,2.8,INFO*
2025-12-11,12:39:33.8,39.226,28.157,15,WESTERN TURKEY,origin,M,2.9,KOERI
2025-12-11,12:39:33.0,39.235,28.182,7,WESTERN TURKEY,origin,M,2.8,AFAD
2025-12-11,12:26:24.0,43.522,2.137,0,FRANCE,origin,M,2.4,ReNaSS*
2025-12-11,12:26:23.2,17.725,-62.208,61,ANTIGUA AND BARBUDA REGION,origin,M,3.3,OVSG
2025-12-11,12:25:22.0,-7.460,105.950,23,"JAVA, INDONESIA",origin,M,3.1,BMKG*
2025-12-11,12:24:08.2,38.075,37.302,7,CENTRAL TURKEY,origin,A,1.6,INFO*
2025-12-11,12:24:08.2,38.032,37.305,5,CENTRAL TURKEY,origin,M,1.7,KOERI
2025-12-11,12:24:08.0,38.075,37.302,7,CENTRAL TURKEY,origin,M,1.6,AFAD
2025-12-11,12:24:00.3,-32.269,-176.847,33,SOUTH OF KERMADEC ISLANDS,origin,M,4.8,GNS
2025-12-11,12:16:55.0,-4.850,103.700,125,"SOUTHERN SUMATRA, INDONESIA",origin,M,2.9,BMKG*
2025-12-11,12:15:10.7,39.180,28.284,14,WESTERN TURKEY,origin,M,2.0,KOERI
2025-12-11,12:15:10.5,39.186,28.291,10,WESTERN TURKEY,origin,A,1.9,INFO*
2025-12-11,12:15:10.0,39.186,28.291,10,WESTERN TURKEY,origin,M,1.9,AFAD
2025-12-11,12:14:07.3,39.147,28.216,2,WESTERN TURKEY,origin,M,1.2,KOERI
2025-12-11,12:12:02.2,39.187,28.290,15,WESTERN TURKEY,origin,M,1.3,KOERI
2025-12-11,12:04:30.8,48.064,6.422,5,FRANCE,origin,A,2.4,ReNaSS
2025-12-11,12:04:30.0,48.064,6.422,5,FRANCE,origin,A,2.4,INFO*
2025-12-11,12:04:27.7,48.183,6.295,0,FRANCE,origin,A,2.5,ETHZ
2025-12-11,12:03:51.4,39.222,28.158,7,WESTERN TURKEY,origin,A,1.6,INFO*
2025-12-11,12:03:51.3,39.209,28.086,7,WESTERN TURKEY,origin,M,1.6,KOERI
2025-12-11,12:03:51.0,39.222,28.158,7,WESTERN TURKEY,origin,M,1.6,AFAD
2025-12-11,11:59:32.2,33.170,87.624,33,WESTERN XIZANG,origin,A,4.6,NORSAR
2025-12-11,11:59:25.7,33.330,88.640,10,WESTERN XIZANG,origin,M,5.1,BUD
2025-12-11,11:59:25.0,33.060,88.580,40,WESTERN XIZANG,origin,M,5.0,NDI
2025-12-11,11:59:24.4,32.982,88.824,10,WESTERN XIZANG,origin,A,4.7,MET
2025-12-11,11:59:24.3,33.051,88.842,10,WESTERN XIZANG,origin,A,5.2,SC4
2025-12-11,11:59:24.2,33.060,88.670,10,WESTERN XIZANG,origin,A,5.1,BEO
2025-12-11,11:59:23.8,32.908,88.747,10,WESTERN XIZANG,origin,M,5.0,NIEP
2025-12-11,11:59:23.0,33.030,88.700,10,WESTERN XIZANG,origin,M,5.2,GSRAS
2025-12-11,11:59:22.9,32.911,88.788,10,WESTERN XIZANG,origin,A,5.0,GFZ
2025-12-11,11:59:22.9,32.941,88.711,13,WESTERN XIZANG,mt,M,5.0,GFZ
2025-12-11,11:59:22.6,32.946,88.738,10,WESTERN XIZANG,origin,M,5.1,INFO*
2025-12-11,11:59:22.0,32.968,88.727,10,WESTERN XIZANG,origin,M,5.1,NEIC
2025-12-11,11:59:21.9,32.873,88.873,10,WESTERN XIZANG,origin,M,4.9,USP
2025-12-11,11:59:21.9,32.837,88.801,10,WESTERN XIZANG,origin,M,5.2,RSSC
2025-12-11,11:59:21.6,32.900,88.710,10,WESTERN XIZANG,origin,M,5.0,MCSM
2025-12-11,11:57:57.0,18.311,-81.680,0,CAYMAN ISLANDS REGION,origin,A,4.2,SSNC
2025-12-11,11:52:52.9,58.091,-154.829,84,ALASKA PENINSULA,origin,A,2.0,AK
2025-12-11,11:49:34.9,38.266,27.422,16,WESTERN TURKEY,origin,M,1.3,KOERI
2025-12-11,11:49:34.6,38.299,27.449,13,WESTERN TURKEY,origin,A,1.4,INFO*
2025-12-11,11:49:34.0,38.299,27.449,13,WESTERN TURKEY,origin,M,1.4,AFAD
2025-12-11,11:45:09.2,37.337,30.329,83,WESTERN TURKEY,origin,M,2.9,KOERI
2025-12-11,11:45:09.0,37.307,30.339,93,WESTERN TURKEY,origin,A,2.8,INFO*
2025-12-11,11:45:08.0,37.307,30.339,93,WESTERN TURKEY,origin,M,2.8,AFAD
2025-12-11,11:44:28.9,42.692,-7.711,0,SPAIN,origin,M,2.3,IGN*
2025-12-11,11:42:35.0,-22.220,-68.700,121,"ANTOFAGASTA, CHILE",origin,M,2.7,CSN*
2025-12-11,11:42:33.3,42.696,-7.687,0,SPAIN,origin,M,1.7,IGN*
2025-12-11,11:41:29.0,42.689,-7.685,0,SPAIN,origin,M,1.6,IGN*
2025-12-11,11:41:18.4,39.398,21.451,15,GREECE,origin,A,3.0,IGEO
2025-12-11,11:39:49.0,39.192,28.304,7,WESTERN TURKEY,origin,M,1.1,AFAD*
2025-12-11,11:38:24.9,44.682,4.643,5,FRANCE,origin,A,2.5,ReNaSS
2025-12-11,11:38:24.8,44.710,4.640,10,FRANCE,origin,A,2.2,LDG
2025-12-11,11:38:24.6,44.710,4.640,10,FRANCE,origin,A,2.4,INFO*
2025-12-11,11:37:53.0,42.494,27.474,7,BULGARIA,origin,M,2.0,AFAD*
2025-12-11,11:35:05.0,39.170,28.325,7,WESTERN TURKEY,origin,A,1.9,INFO*
2025-12-11,11:35:05.0,39.170,28.325,7,WESTERN TURKEY,origin,M,1.8,AFAD
2025-12-11,11:35:04.8,39.145,28.324,12,WESTERN TURKEY,origin,M,1.9,KOERI
2025-12-11,11:32:33.3,39.184,28.283,8,WESTERN TURKEY,origin,M,1.3,KOERI
2025-12-11,11:32:33.2,39.190,28.290,12,WESTERN TURKEY,origin,A,1.2,INFO*
2025-12-11,11:32:33.0,39.203,28.292,10,WESTERN TURKEY,origin,M,1.2,AFAD
2025-12-11,11:24:39.0,39.112,28.334,20,WESTERN TURKEY,origin,M,1.2,KOERI
2025-12-11,11:19:52.0,-8.870,110.160,19,"JAVA, INDONESIA",origin,M,2.5,BMKG*
2025-12-11,11:13:41.1,40.171,31.770,7,WESTERN TURKEY,origin,A,2.0,INFO*
2025-12-11,11:13:40.8,40.199,31.799,5,WESTERN TURKEY,origin,M,2.1,KOERI
2025-12-11,11:13:40.0,40.171,31.770,7,WESTERN TURKEY,origin,M,1.9,AFAD
2025-12-11,11:10:38.0,-6.810,112.550,5,"JAVA, INDONESIA",origin,M,2.6,BMKG*
2025-12-11,11:08:56.6,44.169,1.834,5,FRANCE,origin,A,2.8,ReNaSS*
2025-12-11,11:06:39.0,-8.070,117.910,229,"SUMBAWA REGION, INDONESIA",origin,M,2.7,BMKG*
2025-12-11,11:05:28.0,36.727,38.361,11,TURKEY-SYRIA BORDER REGION,origin,M,2.2,AFAD*
2025-12-11,11:01:13.0,-61.190,-36.190,10,SCOTIA SEA,origin,M,5.0,GSRAS
2025-12-11,11:01:12.9,-61.147,-35.625,10,SCOTIA SEA,origin,A,5.0,GFZ
2025-12-11,11:01:12.9,-61.160,-36.360,10,SCOTIA SEA,origin,M,4.9,NEIC
2025-12-11,11:01:12.8,-61.222,-36.056,10,SCOTIA SEA,origin,M,4.9,INFO*
2025-12-11,11:01:12.2,-61.274,-36.210,10,SCOTIA SEA,origin,M,5.0,USP
2025-12-11,11:00:06.0,16.109,-95.308,5,"OAXACA, MEXICO",origin,A,3.7,UNM*
2025-12-11,10:59:20.2,39.183,-0.061,15,SPAIN,origin,M,2.3,IGN*
2025-12-11,10:57:06.0,18.057,-103.752,16,"OFFSHORE MICHOACAN, MEXICO",origin,A,4.0,UNM*
2025-12-11,10:55:16.7,48.645,0.165,0,FRANCE,origin,M,2.0,ReNaSS*
2025-12-11,10:55:09.0,-8.350,109.030,18,"JAVA, INDONESIA",origin,M,2.5,BMKG*
2025-12-11,10:52:51.0,38.437,38.145,3,EASTERN TURKEY,origin,A,1.6,INFO*
2025-12-11,10:52:51.0,38.425,38.131,5,EASTERN TURKEY,origin,M,1.7,KOERI
2025-12-11,10:52:50.0,38.477,38.058,7,EASTERN TURKEY,origin,M,1.5,AFAD
2025-12-11,10:51:40.9,39.095,28.178,12,WESTERN TURKEY,origin,M,1.8,KOERI
2025-12-11,10:51:39.9,39.154,28.208,6,WESTERN TURKEY,origin,A,1.8,INFO*
2025-12-11,10:51:39.0,39.154,28.208,6,WESTERN TURKEY,origin,M,1.8,AFAD
2025-12-11,10:51:05.0,-9.100,117.430,79,"SUMBAWA REGION, INDONESIA",origin,M,2.6,BMKG*
2025-12-11,10:48:48.0,16.944,-100.007,20,"GUERRERO, MEXICO",origin,A,3.3,UNM*
2025-12-11,10:46:51.5,46.144,3.472,5,FRANCE,origin,A,2.4,ReNaSS*
2025-12-11,10:42:20.5,-39.774,175.318,156,NORTH ISLAND OF NEW ZEALAND,origin,A,3.1,GNS
2025-12-11,10:39:35.0,41.249,29.318,16,WESTERN TURKEY,origin,M,1.1,KOERI
2025-12-11,10:37:52.3,-20.126,-173.594,10,TONGA,origin,A,5.2,SC4
2025-12-11,10:37:51.4,-19.986,-174.280,10,TONGA,origin,A,5.1,GFZ
2025-12-11,10:37:50.5,-20.075,-174.225,10,TONGA,origin,M,4.9,INFO*
2025-12-11,10:37:50.0,-20.130,-173.900,10,TONGA,origin,M,5.1,GSRAS
2025-12-11,10:37:48.1,-20.092,-173.862,10,TONGA,origin,M,4.9,NEIC
2025-12-11,10:36:51.9,36.929,-8.564,20,WEST OF GIBRALTAR,origin,M,1.7,IGN
2025-12-11,10:36:27.0,39.439,29.272,7,WESTERN TURKEY,origin,M,1.2,AFAD
2025-12-11,10:35:31.9,39.229,28.948,14,WESTERN TURKEY,origin,A,1.4,INFO*
2025-12-11,10:35:31.7,39.243,28.930,6,WESTERN TURKEY,origin,M,1.4,KOERI
2025-12-11,10:32:50.6,39.136,28.315,18,WESTERN TURKEY,origin,M,1.4,KOERI
2025-12-11,10:32:49.8,39.214,28.294,7,WESTERN TURKEY,origin,A,1.4,INFO*
2025-12-11,10:32:49.0,39.214,28.294,7,WESTERN TURKEY,origin,M,1.3,AFAD
2025-12-11,10:32:50.6,39.136,28.315,18,WESTERN TURKEY,origin,M,1.4,KOERI
2025-12-11,10:32:49.8,39.214,28.294,7,WESTERN TURKEY,origin,A,1.4,INFO*
2025-12-11,10:32:49.0,39.214,28.294,7,WESTERN TURKEY,origin,M,1.3,AFAD
2025-12-11,10:29:03.9,60.443,-139.576,5,"SOUTHERN YUKON TERRITORY, CANADA",origin,M,3.8,AK
2025-12-11,10:29:03.0,60.413,-139.571,5,"SOUTHERN YUKON TERRITORY, CANADA",origin,M,3.7,NEIC*
2025-12-11,10:29:03.0,60.447,-139.589,5,"SOUTHERN YUKON TERRITORY, CANADA",origin,A,4.2,CN
2025-12-11,10:21:20.7,45.337,0.523,0,FRANCE,origin,A,2.3,ReNaSS*
2025-12-11,10:16:53.2,45.649,4.313,5,FRANCE,origin,A,2.4,ReNaSS*
2025-12-11,10:14:03.0,-28.340,-71.170,32,"OFFSHORE ATACAMA, CHILE",origin,M,2.7,CSN*
2025-12-11,10:12:30.0,41.900,142.800,60,"HOKKAIDO, JAPAN REGION",origin,A,3.9,JMA*
2025-12-11,10:10:53.0,41.169,32.854,7,CENTRAL TURKEY,origin,M,1.2,AFAD*
2025-12-11,10:09:42.0,-3.320,135.760,10,"PAPUA, INDONESIA",origin,M,2.7,BMKG*
2025-12-11,10:08:51.0,39.231,27.991,7,WESTERN TURKEY,origin,M,1.3,AFAD*
2025-12-11,10:08:43.0,20.055,-105.320,17,"JALISCO, MEXICO",origin,A,3.4,UNM*
2025-12-11,10:08:08.0,31.636,-104.477,7,WESTERN TEXAS,origin,M,2.1,TX*
2025-12-11,10:07:50.2,40.836,14.084,3,SOUTHERN ITALY,origin,M,2.0,INGV*
2025-12-11,10:06:26.0,39.210,28.317,12,WESTERN TURKEY,origin,M,1.2,AFAD*
2025-12-11,10:06:25.2,39.173,28.438,3,WESTERN TURKEY,origin,M,1.1,KOERI
2025-12-11,10:06:14.1,19.233,-155.370,32,"ISLAND OF HAWAII, HAWAII",origin,A,2.0,HV*
2025-12-11,10:03:07.0,15.975,-97.584,28,"OAXACA, MEXICO",origin,A,3.3,UNM*
2025-12-11,10:02:38.0,41.020,45.240,10,AZERBAIJAN,origin,A,2.0,NSSP*
2025-12-11,10:00:55.2,39.185,28.311,15,WESTERN TURKEY,origin,M,1.9,KOERI
2025-12-11,10:00:55.1,39.206,28.319,9,WESTERN TURKEY,origin,A,1.9,INFO*
2025-12-11,10:00:55.0,39.206,28.319,9,WESTERN TURKEY,origin,M,1.8,AFAD
2025-12-11,09:59:05.6,55.132,-158.799,4,ALASKA PENINSULA,origin,A,3.6,AK*
2025-12-11,09:58:44.0,-2.880,130.220,5,"CERAM SEA, INDONESIA",origin,M,3.1,BMKG*
2025-12-11,09:57:55.0,9.040,126.910,53,"MINDANAO, PHILIPPINES",origin,A,3.1,PIVS*
2025-12-11,09:57:32.4,48.209,8.812,7,FRANCE-GERMANY BORDER REGION,origin,A,2.5,INFO*
2025-12-11,09:57:32.3,48.213,8.794,12,FRANCE-GERMANY BORDER REGION,origin,A,2.4,ETHZ
2025-12-11,09:57:32.1,48.206,8.865,0,FRANCE-GERMANY BORDER REGION,origin,M,2.5,ReNaSS
2025-12-11,09:56:33.0,36.281,36.721,7,TURKEY-SYRIA BORDER REGION,origin,M,1.4,AFAD
2025-12-11,09:52:30.0,39.151,28.191,7,WESTERN TURKEY,origin,M,0.9,AFAD*
2025-12-11,09:50:13.9,46.256,8.144,5,NORTHERN ITALY,origin,M,1.1,ETHZ*
2025-12-11,09:45:55.0,-1.980,139.450,13,"NEAR N COAST OF PAPUA, INDONESIA",origin,M,3.9,BMKG*
2025-12-11,09:42:39.0,39.549,29.909,7,WESTERN TURKEY,origin,M,1.0,AFAD*
2025-12-11,09:42:01.2,48.382,-2.378,5,FRANCE,origin,A,2.7,ReNaSS*
2025-12-11,09:40:26.0,14.032,-94.140,15,"OFF COAST OF CHIAPAS, MEXICO",origin,A,4.1,UNM*
2025-12-11,09:39:44.0,39.157,28.237,7,WESTERN TURKEY,origin,M,1.2,AFAD
2025-12-11,09:39:43.7,39.112,28.135,14,WESTERN TURKEY,origin,M,1.4,KOERI
2025-12-11,09:39:43.6,39.157,28.237,7,WESTERN TURKEY,origin,A,1.3,INFO*
2025-12-11,09:37:35.0,39.559,29.888,7,WESTERN TURKEY,origin,M,1.1,AFAD
2025-12-11,09:36:40.4,39.175,28.324,11,WESTERN TURKEY,origin,A,1.4,INFO*
2025-12-11,09:36:40.2,39.175,28.308,10,WESTERN TURKEY,origin,M,1.6,KOERI
2025-12-11,09:35:22.0,39.195,28.304,11,WESTERN TURKEY,origin,M,1.1,AFAD*
2025-12-11,09:31:28.0,16.934,-100.111,13,"OFFSHORE GUERRERO, MEXICO",origin,A,3.3,UNM*
2025-12-11,09:31:05.0,39.089,31.134,7,WESTERN TURKEY,origin,M,1.2,AFAD*
2025-12-11,09:25:57.6,59.306,-153.219,89,SOUTHERN ALASKA,origin,A,2.3,AK
2025-12-11,09:24:45.9,18.237,-67.114,24,PUERTO RICO,origin,M,2.1,PR*
2025-12-11,09:22:50.0,16.901,-100.455,27,"OFFSHORE GUERRERO, MEXICO",origin,A,3.3,UNM*
2025-12-11,09:20:56.4,47.231,7.135,18,SWITZERLAND,origin,M,1.3,ETHZ*
2025-12-11,09:17:18.0,-3.250,130.580,14,"SERAM, INDONESIA",origin,M,2.8,BMKG*
2025-12-11,09:17:15.0,39.193,28.168,7,WESTERN TURKEY,origin,M,1.0,AFAD*
2025-12-11,09:15:31.2,36.304,33.760,13,CENTRAL TURKEY,origin,M,1.6,KOERI
2025-12-11,09:13:09.8,65.983,-144.975,5,NORTHERN ALASKA,origin,A,2.0,AK
2025-12-11,09:12:49.5,39.151,28.273,11,WESTERN TURKEY,origin,M,1.3,KOERI
2025-12-11,09:12:48.3,39.195,28.313,10,WESTERN TURKEY,origin,A,1.4,INFO*
2025-12-11,09:12:47.0,39.195,28.313,10,WESTERN TURKEY,origin,M,1.5,AFAD
2025-12-11,09:10:12.0,-3.650,129.880,0,"SERAM, INDONESIA",origin,M,3.1,BMKG*
2025-12-11,09:09:03.0,39.173,28.327,7,WESTERN TURKEY,origin,M,1.3,AFAD*
2025-12-11,09:08:31.0,19.181,-155.493,32,"ISLAND OF HAWAII, HAWAII",origin,A,2.3,HV*
2025-12-11,09:08:07.4,45.895,7.014,6,NORTHERN ITALY,origin,M,0.6,ETHZ*
2025-12-11,08:56:41.0,8.850,126.800,3,"MINDANAO, PHILIPPINES",origin,A,4.1,PIVS*
2025-12-11,08:53:17.7,39.201,28.155,9,WESTERN TURKEY,origin,M,3.2,KOERI
2025-12-11,08:53:17.2,39.215,28.174,10,WESTERN TURKEY,origin,M,3.2,INFO*
2025-12-11,08:53:17.0,39.215,28.174,10,WESTERN TURKEY,origin,M,3.1,AFAD
2025-12-11,08:52:15.0,12.720,123.570,47,"MASBATE REGION, PHILIPPINES",origin,A,3.4,PIVS*
2025-12-11,08:51:21.5,39.112,28.390,3,WESTERN TURKEY,origin,M,1.5,KOERI
2025-12-11,08:51:21.0,39.200,28.307,7,WESTERN TURKEY,origin,M,1.2,AFAD
2025-12-11,08:51:20.5,39.187,28.317,11,WESTERN TURKEY,origin,A,1.4,INFO*
2025-12-11,08:46:05.0,28.015,-16.244,0,"CANARY ISLANDS, SPAIN REGION",origin,M,1.5,IGN*
2025-12-11,08:45:48.7,37.617,35.919,11,CENTRAL TURKEY,origin,A,1.4,INFO*
2025-12-11,08:45:48.6,37.633,35.878,9,CENTRAL TURKEY,origin,M,1.4,KOERI
2025-12-11,08:45:48.0,37.636,35.901,7,CENTRAL TURKEY,origin,M,1.4,AFAD
2025-12-11,08:43:37.0,15.633,-95.708,4,"OFFSHORE OAXACA, MEXICO",origin,A,3.6,UNM*
2025-12-11,08:39:18.0,39.253,29.009,9,WESTERN TURKEY,origin,M,1.5,AFAD*
2025-12-11,08:39:17.5,39.255,28.997,10,WESTERN TURKEY,origin,M,1.4,KOERI
2025-12-11,08:38:59.9,17.544,-60.890,0,ANTIGUA AND BARBUDA REGION,origin,M,3.1,OVSG
2025-12-11,08:37:24.0,39.544,30.178,7,WESTERN TURKEY,origin,M,1.1,AFAD*
2025-12-11,08:37:10.3,38.821,-122.813,3,NORTHERN CALIFORNIA,origin,A,2.1,NC*
2025-12-11,08:36:21.0,-28.890,-71.350,53,"ATACAMA, CHILE",origin,M,3.0,CSN*
2025-12-11,08:35:02.0,39.861,39.668,7,EASTERN TURKEY,origin,M,1.9,AFAD
2025-12-11,08:34:26.1,39.848,39.685,5,EASTERN TURKEY,origin,A,2.3,INFO*
2025-12-11,08:34:25.0,39.848,39.685,5,EASTERN TURKEY,origin,M,2.7,KOERI
2025-12-11,08:31:51.0,8.780,126.630,10,"MINDANAO, PHILIPPINES",origin,A,3.4,PIVS*
2025-12-11,08:30:31.0,56.860,-138.511,10,OFF COAST OF SOUTHEASTERN ALASKA,origin,M,3.4,NEIC*
2025-12-11,08:29:25.6,39.162,28.274,9,WESTERN TURKEY,origin,M,1.5,KOERI
2025-12-11,08:29:25.3,39.196,28.300,7,WESTERN TURKEY,origin,A,1.4,INFO*
2025-12-11,08:29:25.0,39.196,28.300,7,WESTERN TURKEY,origin,M,1.4,AFAD
2025-12-11,08:26:09.0,39.100,38.074,7,EASTERN TURKEY,origin,M,1.5,AFAD*
2025-12-11,08:23:39.0,38.720,34.702,8,CENTRAL TURKEY,origin,M,0.9,AFAD*
2025-12-11,08:20:22.0,39.193,28.218,6,WESTERN TURKEY,origin,M,1.1,AFAD*
2025-12-11,08:20:03.0,16.929,-100.118,12,"OFFSHORE GUERRERO, MEXICO",origin,A,3.2,UNM*
2025-12-11,08:18:03.0,14.130,-94.358,9,"OFF COAST OF CHIAPAS, MEXICO",origin,A,3.9,UNM*
2025-12-11,08:14:38.6,38.315,-30.117,72,"AZORES ISLANDS, PORTUGAL",origin,M,3.0,PDA
2025-12-11,08:13:19.0,-5.530,103.690,24,"SOUTHERN SUMATRA, INDONESIA",origin,M,3.7,BMKG*
2025-12-11,08:10:30.0,35.706,28.551,8,EASTERN MEDITERRANEAN SEA,origin,M,2.0,AFAD*
2025-12-11,08:09:26.0,16.938,-100.134,11,"OFFSHORE GUERRERO, MEXICO",origin,A,3.2,UNM*
2025-12-11,08:09:13.0,39.201,28.289,10,WESTERN TURKEY,origin,M,1.0,AFAD*
2025-12-11,08:04:10.0,39.201,28.310,9,WESTERN TURKEY,origin,M,1.2,AFAD*
2025-12-11,08:01:23.3,36.670,25.830,3,"DODECANESE ISLANDS, GREECE",origin,M,2.1,THE
2025-12-11,08:00:16.0,39.199,28.338,7,WESTERN TURKEY,origin,A,1.8,INFO*
2025-12-11,08:00:15.6,39.189,28.302,13,WESTERN TURKEY,origin,M,1.8,KOERI
2025-12-11,07:59:47.0,39.218,28.171,7,WESTERN TURKEY,origin,M,2.0,AFAD
2025-12-11,07:59:16.8,33.237,-116.404,2,SOUTHERN CALIFORNIA,origin,M,2.0,SCSN*
2025-12-11,07:57:38.9,39.103,28.303,12,WESTERN TURKEY,origin,M,1.1,KOERI
2025-12-11,07:57:38.0,39.174,28.251,4,WESTERN TURKEY,origin,A,1.1,INFO*
2025-12-11,07:57:37.0,39.186,28.240,6,WESTERN TURKEY,origin,M,1.2,AFAD
2025-12-11,07:55:16.0,-9.350,124.240,1,TIMOR REGION,origin,M,2.8,BMKG*
2025-12-11,07:54:49.0,39.048,28.381,7,WESTERN TURKEY,origin,M,1.0,AFAD*
2025-12-11,07:49:24.3,45.552,3.835,5,FRANCE,origin,A,2.2,ReNaSS*
2025-12-11,07:48:34.0,30.732,-114.454,15,GULF OF CALIFORNIA,origin,A,3.9,UNM*
2025-12-11,07:46:09.0,39.174,28.101,7,WESTERN TURKEY,origin,M,1.1,AFAD*
2025-12-11,07:44:19.8,47.248,7.132,18,SWITZERLAND,origin,A,1.7,ETHZ
2025-12-11,07:44:19.6,47.231,7.137,18,SWITZERLAND,origin,M,1.3,ETHZ*
2025-12-11,07:44:10.0,39.214,28.326,8,WESTERN TURKEY,origin,M,1.0,AFAD*
2025-12-11,07:43:47.4,47.228,7.139,18,SWITZERLAND,origin,M,1.1,ETHZ*
2025-12-11,07:43:40.0,47.240,7.142,19,SWITZERLAND,origin,M,0.4,ETHZ
2025-12-11,07:42:57.6,38.747,-27.329,9,"AZORES ISLANDS, PORTUGAL",origin,M,2.0,PDA*
2025-12-11,07:41:09.0,39.211,28.293,8,WESTERN TURKEY,origin,M,1.2,AFAD*
2025-12-11,07:41:08.0,8.210,-82.640,2,PANAMA-COSTA RICA BORDER REGION,origin,M,3.4,INET
2025-12-11,07:41:06.0,8.169,-82.741,6,PANAMA-COSTA RICA BORDER REGION,origin,A,3.0,UNA*
2025-12-11,07:39:12.1,39.215,27.916,10,WESTERN TURKEY,origin,A,1.8,INFO*
2025-12-11,07:39:11.9,39.211,27.887,7,WESTERN TURKEY,origin,M,1.8,KOERI
2025-12-11,07:38:34.0,39.219,28.301,7,WESTERN TURKEY,origin,M,1.2,AFAD
2025-12-11,07:37:40.2,39.170,28.283,11,WESTERN TURKEY,origin,A,1.6,INFO*
2025-12-11,07:37:40.2,39.152,28.262,15,WESTERN TURKEY,origin,M,1.7,KOERI
2025-12-11,07:37:40.0,39.193,28.315,7,WESTERN TURKEY,origin,M,1.6,AFAD
2025-12-11,07:37:17.2,60.483,-139.469,5,"SOUTHERN YUKON TERRITORY, CANADA",origin,M,2.7,NEIC*
